Name,Position,Age,Season,Player_nat,Left_team,Left_league,Left_team_nat,Joined_team,Joined_league,Joined_nat,Fee,Loan_or_not,Face_img
Mandela Egbo,Right-Back,17,15/16,England/Nigeria,Palace U18,England,England,M'gladbach II,Regionalliga West,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/258917-1618764147.jpg?lm=1
Birk Risa,Left-Back,20,17/18,Norway,1.FC Köln II,Regionalliga West,Germany,Odds BK,Eliteserien,Norway,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/331575-1500452203.JPG?lm=1
Herbert Bockhorn,Right-Back,24,19/20,Uganda/Germany,B. Dortmund II,Regionalliga West,Germany,Huddersfield,Championship,England,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/186477-1606986406.jpg?lm=1
Janni Serra,Centre-Forward,20,18/19,Germany,B. Dortmund II,Regionalliga West,Germany,Holstein Kiel,2. Bundesliga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/294534-1628590217.jpg?lm=1
Marvin Ducksch,Centre-Forward,22,16/17,Germany,B. Dortmund II,Regionalliga West,Germany,FC St. Pauli,2. Bundesliga,Germany,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/125103-1627930567.jpg?lm=1
Leon Schneider,Centre-Back,19,19/20,Germany,Energie Cottbus,Regionalliga Nordost,Germany,1.FC Köln II,Regionalliga West,Germany,€225Th.,False,https://img.a.transfermarkt.technology/portrait/medium/356325-1630593131.jpg?lm=1
Muhayer Oktay,Central Midfield,19,18/19,Turkey/Germany,Düsseldorf II,Regionalliga West,Germany,Besiktas,Süper Lig,Turkey,€210Th.,False,https://img.a.transfermarkt.technology/portrait/medium/330236-1568300534.JPG?lm=1
Magnus Kaastrup,Left Winger,18,19/20,Denmark,Aarhus GF,Superligaen Championship round,Denmark,B. Dortmund II,Regionalliga West,Germany,€150Th.,True,https://img.a.transfermarkt.technology/portrait/medium/400549-1509352801.jpg?lm=1
Gideon Jung,Centre-Back,19,14/15,Germany/Ghana,RW Oberhausen,Regionalliga West,Germany,Hamburger SV,Bundesliga,Germany,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/247661-1616505845.jpg?lm=1
Timo Staffeldt,Defensive Midfield,29,13/14,Germany,VfL Osnabrück,3. Liga,Germany,Viktoria Köln,Regionalliga West,Germany,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/11869-1589537228.jpg?lm=1
Sinan Bakis,Centre-Forward,19,13/14,Turkey/Germany,Leverkusen II,Regionalliga West,Germany,Kayserispor,Süper Lig,Turkey,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/134631-1564741193.jpg?lm=1
Okan Aydin,Attacking Midfield,19,13/14,Turkey/Germany,Leverkusen II,Regionalliga West,Germany,Eskisehirspor,Süper Lig,Turkey,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/107184-1568898989.jpg?lm=1
Mory Konaté,Defensive Midfield,25,19/20,Guinea,B. Dortmund II,Regionalliga West,Germany,Sint-Truiden,Jupiler Pro League,Belgium,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/364370-1611504226.jpg?lm=1
Robert Leipertz,Right Winger,21,14/15,Germany,Schalke 04 II,Regionalliga West,Germany,1.FC Heidenheim,2. Bundesliga,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/119120-1532082571.jpg?lm=1
Fatih Candan,Centre-Forward,25,14/15,Germany/Turkey,Viktoria Köln,Regionalliga West,Germany,Karabükspor,Süper Lig,Turkey,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/157648-1500403948.jpg?lm=1
Kubilay Sönmez,Defensive Midfield,19,13/14,Turkey/Germany,Schalke 04 II,Regionalliga West,Germany,Dardanelspor,2.Lig Beyaz,Turkey,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/160512-1624812189.jpeg?lm=1
Sebastian Hertner,Left-Back,22,13/14,Germany,Schalke 04 II,Regionalliga West,Germany,1860 Munich,2. Bundesliga,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/83694-1627323120.jpg?lm=1
Kerim Avci,Attacking Midfield,23,13/14,Turkey/Germany,RW Essen,Regionalliga West,Germany,K. Erciyesspor,Süper Lig,Turkey,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/76569-1604404149.jpg?lm=1
Kwame Yeboah,Left Winger,19,13/14,Australia/Ghana,Brisbane Roar,A-League,Australia,M'gladbach II,Regionalliga West,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/187383-1516366863.jpg?lm=1
Mike Wunderlich,Attacking Midfield,26,12/13,Germany,FSV Frankfurt,2. Bundesliga,Germany,Viktoria Köln,Regionalliga West,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/26171-1585469640.JPG?lm=1
Sven Michel,Centre-Forward,22,12/13,Germany,Spfr. Siegen,Regionalliga West,Germany,M'gladbach II,Regionalliga West,Germany,€75Th.,False,https://img.a.transfermarkt.technology/portrait/medium/186988-1611766389.jpg?lm=1
Julian Günther-Schmidt,Second Striker,26,20/21,Germany,SC Fortuna Köln,Regionalliga West,Germany,Saarbrücken,3. Liga,Germany,€70Th.,False,https://img.a.transfermarkt.technology/portrait/medium/161079-1501158117.jpg?lm=1
Kevin Hagemann,Left Winger,30,20/21,Germany,Düsseldorf II,Regionalliga West,Germany,Wuppertaler SV,Regionalliga West,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/166031-1537352775.jpg?lm=1
Alexander Hahn,Centre-Back,26,19/20,Germany/Russia,FC 08 Homburg,Regionalliga Südwest,Germany,RW Essen,Regionalliga West,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/88597-1604424593.JPG?lm=1
Amos Pieper,Centre-Back,21,18/19,Germany,B. Dortmund II,Regionalliga West,Germany,Arm. Bielefeld,2. Bundesliga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/334221-1564997982.jpg?lm=1
Kai Pröger,Right Winger,26,18/19,Germany,RW Essen,Regionalliga West,Germany,SC Paderborn,2. Bundesliga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/223572-1611766316.jpg?lm=1
Nils Rütten,Centre-Back,23,18/19,Germany,Bonner SC,Regionalliga West,Germany,E. Braunschweig,3. Liga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/188010-1537710144.JPG?lm=1
Junior Torunarigha,Centre-Forward,28,18/19,Germany/Nigeria,Alem. Aachen,Regionalliga West,Germany,Z. Sosnowiec,Ekstraklasa,Poland,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/57214-1501613922.jpg?lm=1
Marcel Reichwein,Centre-Forward,31,17/18,Germany,Wolfsburg II,Regionalliga Nord,Germany,KFC Uerdingen,Regionalliga West,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/29972-1588684100.jpg?lm=1
Arnold Budimbu,Right Winger,22,17/18,Germany/DR Congo,RW Oberhausen,Regionalliga West,Germany,Schalke 04 II,Oberliga Westfalen,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/153897-1613315713.jpg?lm=1
Timmy Thiele,Centre-Forward,23,15/16,Germany,SC Wiedenbrück,Regionalliga West,Germany,Burton Albion,League One,England,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/95354-1532683833.jpg?lm=1
Sven Kreyer,Centre-Forward,24,15/16,Germany,RW Essen,Regionalliga West,Germany,Viktoria Köln,Regionalliga West,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/74781-1628880535.JPG?lm=1
David Jansen,Centre-Forward,28,15/16,Germany,RW Oberhausen,Regionalliga West,Germany,Viktoria Köln,Regionalliga West,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/35779-1510758087.jpg?lm=1
Volkan Okumak,Left Winger,23,13/14,Turkey/Germany,SC Wiedenbrück,Regionalliga West,Germany,K. Erciyesspor,Süper Lig,Turkey,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/115793-1574958577.jpg?lm=1
Jarno Peters,Goalkeeper,20,13/14,Germany,Schalke 04 II,Regionalliga West,Germany,Arm. Bielefeld,2. Bundesliga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/114814-1436019509.jpg?lm=1
Alexandar Borkovic,Centre-Back,21,20/21,Austria,Austria Vienna,Bundesliga,Austria,Hoffenheim II,Regionalliga Südwest,Germany,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/321050-1605898916.jpg?lm=1
Cyrill Akono,Centre-Forward,19,19/20,Germany/Cameroon,Preußen Münster,3. Liga,Germany,FSV Mainz 05 II,Regionalliga Südwest,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/506855-1611070645.jpg?lm=1
Daniel Klein,Goalkeeper,20,21/22,Germany,Hoffenheim II,Regionalliga Südwest,Germany,FC Augsburg,Bundesliga,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/392124-1605898412.jpg?lm=1
André Barbosa da Silva,Centre-Back,18,19/20,Switzerland/Portugal,GC Zürich U21,1. Liga gr. 2,Switzerland,SC Freiburg II,Regionalliga Südwest,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/500094-1604429233.jpg?lm=1
Niclas Thiede,Goalkeeper,19,18/19,Germany,VfL Bochum U19,U19-Bundesliga West,Germany,SC Freiburg II,Regionalliga Südwest,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/348778-1626704654.jpg?lm=1
Mathias Fetsch,Centre-Forward,24,13/14,Germany,K. Offenbach,Regionalliga Südwest,Germany,FC Augsburg,Bundesliga,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/46179-1605980703.jpg?lm=1
Felix Bacher,Centre-Back,19,19/20,Austria,FC Wacker,2. Liga,Austria,SC Freiburg II,Regionalliga Südwest,Germany,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/394134-1604429834.jpg?lm=1
Thomas Meißner,Centre-Back,21,12/13,Germany,FSV Mainz 05 II,Regionalliga Südwest,Germany,B. Dortmund II,3. Liga,Germany,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/72505-1627038338.png?lm=1
Benjamin Kessel,Right-Back,31,18/19,Germany,Saarbrücken,Regionalliga Südwest,Germany,E. Braunschweig,3. Liga,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/40116-1539714388.jpg?lm=1
Max Besuschkow,Central Midfield,19,16/17,Germany/Russia,Stuttgart II,Regionalliga Südwest,Germany,E. Frankfurt,Bundesliga,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/207578-1502271460.jpg?lm=1
Yasin Kocatepe,Centre-Back,21,12/13,Turkey/Germany,SC Pfullendorf,Regionalliga Südwest,Germany,Orduspor,Süper Lig,Turkey,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_161757_6604_2010_1.jpg?lm=1
Marvin Wanitzek,Central Midfield,24,17/18,Germany,Stuttgart II,Regionalliga Südwest,Germany,Karlsruher SC,3. Liga,Germany,€95Th.,False,https://img.a.transfermarkt.technology/portrait/medium/119581-1470669010.jpg?lm=1
Philipp Förster,Attacking Midfield,22,16/17,Germany,Waldh. Mannheim,Regionalliga Südwest,Germany,1.FC Nuremberg,2. Bundesliga,Germany,€90Th.,False,https://img.a.transfermarkt.technology/portrait/medium/179635-1532435704.jpg?lm=1
Mario Suver,Centre-Back,18,18/19,Croatia/Germany,Stuttg. Kickers,Oberliga Baden-Württemberg,Germany,Stuttgart II,Regionalliga Südwest,Germany,€70Th.,False,https://img.a.transfermarkt.technology/portrait/medium/388047-1625771505.jpg?lm=1
Alexander Hahn,Centre-Back,26,19/20,Germany/Russia,FC 08 Homburg,Regionalliga Südwest,Germany,RW Essen,Regionalliga West,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/88597-1604424593.JPG?lm=1
Fatih Köksal,Attacking Midfield,22,18/19,Germany,SV Elversberg,Regionalliga Südwest,Germany,Saarbrücken,Regionalliga Südwest,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/234381-1602871257.jpg?lm=1
Klaus Gjasula,Defensive Midfield,26,15/16,Albania/Germany,K. Offenbach,Regionalliga Südwest,Germany,Stuttg. Kickers,3. Liga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/57598-1627995267.jpg?lm=1
Tobias Strobl,Defensive Midfield,22,12/13,Germany,Hoffenheim II,Regionalliga Südwest,Germany,1. FC Köln,2. Bundesliga,Germany,€50Th.,True,https://img.a.transfermarkt.technology/portrait/medium/57845-1606326858.jpg?lm=1
Leon Dajaku,Second Striker,20,21/22,Germany/Kosovo,FC Bayern II,Regionalliga Bayern,Germany,Union Berlin,Bundesliga,Germany,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/483974-1563260548.jpg?lm=1
Felix Uduokhai,Centre-Back,19,17/18,Germany/Nigeria,1860 Munich,Regionalliga Bayern,Germany,VfL Wolfsburg,Bundesliga,Germany,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/278343-1606326591.jpg?lm=1
Marin Pongracic,Centre-Back,19,17/18,Croatia/Germany,1860 Munich,Regionalliga Bayern,Germany,RB Salzburg,Bundesliga,Austria,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/282144-1565700160.jpg?lm=1
Kwasi Wriedt,Centre-Forward,23,17/18,Ghana/Germany,VfL Osnabrück,3. Liga,Germany,FC Bayern II,Regionalliga Bayern,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/154819-1629790746.jpg?lm=1
Kilian Jakob,Left-Back,19,17/18,Germany,1860 Munich,Regionalliga Bayern,Germany,FC Augsburg,Bundesliga,Germany,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/324760-1606328751.jpg?lm=1
Dale Jennings,Left Winger,20,13/14,England,FC Bayern II,Regionalliga Bayern,Germany,Barnsley FC,Championship,England,€295Th.,False,https://img.a.transfermarkt.technology/portrait/medium/158436-1589372405.jpg?lm=1
Lino Tempelmann,Central Midfield,18,17/18,Germany,1860 Munich,Regionalliga Bayern,Germany,SC Freiburg U19,U19-Bundesliga Süd/Südwest,Germany,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/378883-1604869862.jpg?lm=1
Timothy Tillman,Attacking Midfield,19,18/19,Germany/United States,FC Bayern II,Regionalliga Bayern,Germany,1.FC Nuremberg,Bundesliga,Germany,€150Th.,True,https://img.a.transfermarkt.technology/portrait/medium/310662-1617738026.jpg?lm=1
Tobias Kraulich,Centre-Back,19,18/19,Germany,Rot-Weiß Erfurt,Regionalliga Nordost,Germany,Nuremberg II,Regionalliga Bayern,Germany,€125Th.,False,https://img.a.transfermarkt.technology/portrait/medium/405784-1630593194.jpg?lm=1
Björn Schnitzer,Attacking Midfield,28,20/21,Germany,Aschaffenburg,Regionalliga Bayern,Germany,Hessen Dreieich,Hessenliga,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/82869-1425660849.JPG?lm=1
Kilian Senkbeil,Centre-Back,19,18/19,Germany,RB Leipzig U19,U19-Bundesliga Nord/Nordost,Germany,FC Bayern II,Regionalliga Bayern,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/335455-1565010552.jpg?lm=1
Derrick Köhn,Left-Back,18,17/18,Germany/Ghana,Hamburg U19,U19-Bundesliga Nord/Nordost,Germany,FC Bayern II,Regionalliga Bayern,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/391780-1629791711.jpg?lm=1
Markus Ziereis,Centre-Forward,24,17/18,Germany,Jahn Regensburg,2. Bundesliga,Germany,1860 Munich,Regionalliga Bayern,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/82011-1500459990.jpg?lm=1
Joey Breitfeld,Right-Back,21,17/18,Germany,BFC Dynamo,Regionalliga Nordost,Germany,Ingolstadt II,Regionalliga Bayern,Germany,€60Th.,False,https://img.a.transfermarkt.technology/portrait/medium/273872-1532082274.jpg?lm=1
Pius Krätschmer,Defensive Midfield,23,20/21,Germany,Schweinfurt 05,Regionalliga Bayern,Germany,1.FC Nuremberg,2. Bundesliga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/222225-1625771818.jpg?lm=1
Hakki Yildiz,Left Winger,21,17/18,Turkey,Gr. Fürth II,Regionalliga Bayern,Germany,Menemen Belediye,2.Lig Kirmizi,Turkey,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/229862-1537020830.jpg?lm=1
Lukas Görtler,Right Midfield,21,15/16,Germany,FC Bayern II,Regionalliga Bayern,Germany,1.FC K'lautern,2. Bundesliga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/179638-1499177091.jpg?lm=1
Charles Atsina,Centre-Forward,26,15/16,Ghana/Italy,TuS Ennepetal,Oberliga Westfalen,Germany,Käpylän,Kakkonen - South,Finland,€80Th.,False,https://img.a.transfermarkt.technology/portrait/medium/301966-1576187147.jpg?lm=1
Muhamed Alawie,Centre-Forward,29,17/18,Germany/Lebanon,Eintracht Trier,Oberliga Rheinland-Pfalz/Saar,Germany,Schalke 04 II,Oberliga Westfalen,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/63753-1621279363.jpg?lm=1
Arnold Budimbu,Right Winger,22,17/18,Germany/DR Congo,RW Oberhausen,Regionalliga West,Germany,Schalke 04 II,Oberliga Westfalen,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/153897-1613315713.jpg?lm=1
Viktor Maier,Centre-Forward,24,14/15,Germany,SV Lippstadt 08,Oberliga Westfalen,Germany,SC Paderborn,Bundesliga,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/165663-1628017993.jpg?lm=1
Denis Boshnjaku,Centre-Forward,28,12/13,Albania/Italy,Rot Weiss Ahlen,Oberliga Westfalen,Germany,Valletta,Premier League,Malta,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Muhamed Alawie,Centre-Forward,29,17/18,Germany/Lebanon,Eintracht Trier,Oberliga Rheinland-Pfalz/Saar,Germany,Schalke 04 II,Oberliga Westfalen,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/63753-1621279363.jpg?lm=1
Denis Thomalla,Centre-Forward,17,09/10,Germany,Karlsruhe U19,U19-Bundesliga Süd/Südwest,Germany,Hoffenheim II,Oberliga Baden-Württemberg,Germany,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/94030-1532519648.jpg?lm=1
Sezai Zehiroglu,Left Midfield,20,09/10,Turkey/Germany,Hoffenheim II,Oberliga Baden-Württemberg,Germany,Genclerbirligi,Friendlies,Turkey,€375Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_45181_1468_2014_05_13_1.jpg?lm=1
Ivan Cosic,Centre-Back,20,10/11,Croatia/Germany,SSV Reutlingen,Oberliga Baden-Württemberg,Germany,FC Bayern II,3. Liga,Germany,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_40665_28_2010_1.jpg?lm=1
Maximilian Rohr,Defensive Midfield,24,19/20,Germany,SGV Freiberg,Oberliga Baden-Württemberg,Germany,Carl Zeiss Jena,3. Liga,Germany,€85Th.,False,https://img.a.transfermarkt.technology/portrait/medium/440386-1627996277.jpg?lm=1
Alexander Esslinger,Centre-Forward,22,14/15,,FC 08 Villingen,Oberliga Baden-Württemberg,Germany,FC Holzhausen,Germany,Germany,€75Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Mario Suver,Centre-Back,18,18/19,Croatia/Germany,Stuttg. Kickers,Oberliga Baden-Württemberg,Germany,Stuttgart II,Regionalliga Südwest,Germany,€70Th.,False,https://img.a.transfermarkt.technology/portrait/medium/388047-1625771505.jpg?lm=1
Adem Sari,Centre-Forward,23,08/09,Turkey,Hoffenheim II,Oberliga Baden-Württemberg,Germany,SC Pfullendorf,Regionalliga Süd,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/15009-1463603959.jpg?lm=1
Björn Schnitzer,Attacking Midfield,28,20/21,Germany,Aschaffenburg,Regionalliga Bayern,Germany,Hessen Dreieich,Hessenliga,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/82869-1425660849.JPG?lm=1
Florian Scholz,Central Midfield,18,09/10,Germany,Nürnberg U19,U19-Bundesliga Süd/Südwest,Germany,Aschaffenburg,Hessenliga,Germany,€75Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_90379_2613_2009_1.jpg?lm=1
Pierre Becken,Centre-Back,22,09/10,Germany,Altona 93,Oberliga Hamburg,Germany,FC St. Pauli II,RL Nord (bis 11/12),Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/25447-1500745691.jpg?lm=1
Gagan Dosanjh,Central Midfield,18,09/10,Canada/India,Whitecaps Res,Canada,Canada,E. Cottbus II,NOFV-Oberliga Nord,Germany,€125Th.,True,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Bogdan Müller,Centre-Forward,21,09/10,Germany/Kazakhstan,SpVgg Neckarelz,VL Nordbaden,Germany,FC Schalke 04,Bundesliga,Germany,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/32719-1440504552.jpg?lm=1
Björn Weber,Right Winger,24,05/06,Germany,TSG Hoffenheim,Regionalliga Süd,Germany,FCA Walldorf,VL Nordbaden,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Nicolas Kühn,Right Winger,18,17/18,Germany,RB Leipzig U19,U19-Bundesliga Nord/Nordost,Germany,Ajax U21,Jupiler League,Netherlands,€2.00m,False,https://img.a.transfermarkt.technology/portrait/medium/336012-1503304220.jpg?lm=1
Lenny Borges,Right-Back,18,19/20,Germany,Hamburg U19,U19-Bundesliga Nord/Nordost,Germany,Milan U19,Primavera 2a,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/406603-1519215972.jpg?lm=1
Federico Palacios,Second Striker,18,13/14,Germany/Spain,Wolfsburg U19,U19-Bundesliga Nord/Nordost,Germany,RB Leipzig,3. Liga,Germany,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/146096-1531830193.jpg?lm=1
Lazar Samardzic,Attacking Midfield,18,20/21,Germany/Serbia,Hertha BSC U19,U19-Bundesliga Nord/Nordost,Germany,RB Leipzig,Bundesliga,Germany,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/528833-1610285895.jpg?lm=1
Julian Brandt,Attacking Midfield,17,13/14,Germany,Wolfsburg U19,U19-Bundesliga Nord/Nordost,Germany,Bay. Leverkusen,Bundesliga,Germany,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/187492-1615389334.jpg?lm=1
Sebastian Stolze,Right Winger,19,13/14,Germany,Rot-Weiß Erfurt,3. Liga,Germany,Wolfsburg U19,U19-Bundesliga Nord/Nordost,Germany,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/157927-1627931577.jpg?lm=1
Filip Krstic,Centre-Back,18,07/08,Serbia/Germany,Hertha BSC U19,U19-Bundesliga Nord/Nordost,Germany,Valencia,LaLiga,Spain,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/48292-1552331288.jpg?lm=1
Aydin Karabulut,Right Winger,18,05/06,Turkey/Germany,Hertha BSC U19,U19-Bundesliga Nord/Nordost,Germany,Besiktas,Süper Lig,Turkey,€170Th.,False,https://img.a.transfermarkt.technology/portrait/medium/37899-1546172189.jpg?lm=1
Orhan Vojic,Centre-Forward,18,15/16,Austria/Bosnia-Herzegovina,Pasching/LASK,Regional League Central,Austria,Wolfsburg U19,U19-Bundesliga Nord/Nordost,Germany,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/287956-1607020453.jpg?lm=1
Dominik Masek,Attacking Midfield,16,11/12,Czech Republic,1.FK Pribram,Gambrinus Liga,Czech Republic,Hamburg U19,U19-Bundesliga Nord/Nordost,Germany,€150Th.,False,https://img.a.transfermarkt.technology/portrait/medium/126770-1447863914.jpg?lm=1
Kilian Senkbeil,Centre-Back,19,18/19,Germany,RB Leipzig U19,U19-Bundesliga Nord/Nordost,Germany,FC Bayern II,Regionalliga Bayern,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/335455-1565010552.jpg?lm=1
Derrick Köhn,Left-Back,18,17/18,Germany/Ghana,Hamburg U19,U19-Bundesliga Nord/Nordost,Germany,FC Bayern II,Regionalliga Bayern,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/391780-1629791711.jpg?lm=1
Orrin McKinze Gaines II,Right Winger,19,17/18,United States,Wolfsburg U19,U19-Bundesliga Nord/Nordost,Germany,SV Darmstadt 98,2. Bundesliga,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/332708-1603735298.JPG?lm=1
Gino Fechner,Right-Back,17,15/16,Germany,VfL Bochum U19,U19-Bundesliga West,Germany,RB Leipzig U19,U19-Bundesliga Nord/Nordost,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/264633-1516652596.jpg?lm=1
Vincent Rabiega,Centre-Forward,17,12/13,Poland/Germany,Hertha BSC U19,U19-Bundesliga Nord/Nordost,Germany,RB Leipzig U19,Germany,Germany,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/168487-1610136909.jpg?lm=1
Ugur Demirkol,Left-Back,17,06/07,Turkey/Germany,Hertha BSC U19,U19-Bundesliga Nord/Nordost,Germany,Ankaraspor,Süper Lig,Turkey,€100Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_45951_5303_2012_1.jpg?lm=1
Kyu-hyun Park,Left-Back,18,19/20,"Korea, South",Ulsan Hyundai,K League 1,"Korea, South",W. Bremen U19,U19-Bundesliga Nord/Nordost,Germany,€75Th.,True,https://img.a.transfermarkt.technology/portrait/medium/639240-1601134513.jpg?lm=1
Corvin Schröder,Right Midfield,18,19/20,Germany,W. Bremen U19,U19-Bundesliga Nord/Nordost,Germany,Osnabrück U19,Germany,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/405671-1536521398.jpg?lm=1
Kamil Wojtkowski,Attacking Midfield,17,15/16,Poland,Pogon Szczecin,Ekstraklasa,Poland,RB Leipzig U19,U19-Bundesliga Nord/Nordost,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Davie Selke,Centre-Forward,18,12/13,Germany,Hoffenheim U19,U19-Bundesliga Süd/Südwest,Germany,W. Bremen U19,U19-Bundesliga Nord/Nordost,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/178459-1628004986.jpg?lm=1
Philip Nitsch,Right Midfield,16,12/13,Germany,CZ Jena U19,U19-Bundesliga Nord/Nordost,Germany,E. Cottbus U19,U19-Bundesliga Nord/Nordost,Germany,€50Th.,False,https://img.a.transfermarkt.technology/portrait/medium/146026-1471813364.jpg?lm=1
Marian Sarr,Centre-Back,17,12/13,Germany/Senegal,Leverkusen II,Regionalliga West,Germany,B. Dortmund U19,U19-Bundesliga West,Germany,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/148208-1629201989.jpg?lm=1
Ilkay Gündogan,Central Midfield,18,08/09,Germany,VfL Bochum U19,U19-Bundesliga West,Germany,1.FC Nuremberg,2. Bundesliga,Germany,€850Th.,False,https://img.a.transfermarkt.technology/portrait/medium/53622-1519915654.jpg?lm=1
Mitchell Weiser,Right-Back,18,12/13,Germany/Algeria,1.FC Köln U19,U19-Bundesliga West,Germany,FC Bayern ,Bundesliga,Germany,€800Th.,False,https://img.a.transfermarkt.technology/portrait/medium/119211-1615896316.jpg?lm=1
